26300	1.5200	0.9254	0.5946	-12.9490	-2.5853	37.725	61.9080	11.455
26400	1.5190	0.9232	0.5958	-12.9060	-2.5905	37.700	61.7440	11.433
26500	1.5176	0.9205	0.5971	-12.8910	-2.5960	37.659	61.5760	11.409
26600	1.5160	0.9176	0.5984	-12.8820	-2.6017	37.609	61.3690	11.38
26700	1.5146	0.9149	0.5997	-12.8660	-2.6075	37.555	61.1520	11.348
26800	1.5131	0.9120	0.6011	-12.8420	-2.6137	37.512	60.9280	11.318
26900	1.5119	0.9092	0.6027	-12.7950	-2.6204	37.450	60.7170	11.286
27000	1.5107	0.9064	0.6043	-12.7400	-2.6275	37.397	60.5060	11.256
27100	1.5095	0.9035	0.6060	-12.6900	-2.6347	37.357	60.2810	11.225
27200	1.5086	0.9009	0.6077	-12.6270	-2.6423	37.338	60.0230	11.194
27300	1.5076	0.8981	0.6095	-12.5760	-2.6499	37.326	59.7680	11.163
27400	1.5066	0.8953	0.6113	-12.5340	-2.6576	37.299	59.5060	11.13
27500	1.5058	0.8928	0.6130	-12.4940	-2.6653	37.261	59.2470	11.096
27600	1.5046	0.8899	0.6147	-12.5000	-2.6726	37.231	58.9950	11.063
27700	1.5035	0.8873	0.6162	-12.5050	-2.6793	37.174	58.7250	11.026
27800	1.5025	0.8849	0.6176	-12.5120	-2.6852	37.140	58.4630	10.992
27900	1.5013	0.8825	0.6188	-12.5510	-2.6903	37.123	58.2080	10.96
28000	1.4999	0.8802	0.6197	-12.6030	-2.6944	37.108	57.9500	10.929
28100	1.4982	0.8779	0.6203	-12.6840	-2.6971	37.086	57.6960	10.897
28200	1.4961	0.8755	0.6206	-12.7700	-2.6983	37.064	57.4520	10.867
28300	1.4936	0.8730	0.6206	-12.8800	-2.6983	37.051	57.1860	10.834
28400	1.4906	0.8703	0.6203	-12.9900	-2.6970	37.040	56.9050	10.801
28500	1.4876	0.8679	0.6197	-13.0920	-2.6945	37.022	56.6270	10.767
28600	1.4841	0.8652	0.6189	-13.1980	-2.6910	36.993	56.3800	10.735
28700	1.4804	0.8625	0.6179	-13.2990	-2.6866	36.945	56.1250	10.7
28800	1.4765	0.8598	0.6167	-13.3860	-2.6815	36.914	55.8680	10.667
28900	1.4721	0.8567	0.6154	-13.5000	-2.6757	36.872	55.6070	10.632
29000	1.4680	0.8540	0.6140	-13.5600	-2.6696	36.816	55.3370	10.595
29100	1.4639	0.8514	0.6125	-13.6070	-2.6633	36.773	55.1070	10.563
29200	1.4597	0.8486	0.6111	-13.6400	-2.6570	36.745	54.8560	10.531
29300	1.4554	0.8458	0.6096	-13.6700	-2.6506	36.708	54.6140	10.499
29400	1.4510	0.8429	0.6081	-13.6970	-2.6441	36.673	54.3730	10.467
29500	1.4466	0.8400	0.6066	-13.7110	-2.6375	36.635	54.1210	10.434
29600	1.4420	0.8370	0.6050	-13.7330	-2.6305	36.589	53.8770	10.401
29700	1.4375	0.8341	0.6034	-13.7470	-2.6233	36.536	53.6340	10.367
29800	1.4327	0.8310	0.6017	-13.7650	-2.6159	36.485	53.4020	10.334
29900	1.4278	0.8279	0.5999	-13.8070	-2.6082	36.418	53.1680	10.3
30000	1.4233	0.8252	0.5981	-13.7930	-2.6006	36.364	52.9200	10.265
30100	1.4190	0.8226	0.5964	-13.7810	-2.5931	36.337	52.6910	10.235
30200	1.4147	0.8200	0.5947	-13.7560	-2.5858	36.317	52.4740	10.208
